Starting date;Indicator;Sectors;City;value (Multiple units)
2023-02-12;Number of Transactions (In Thousand);Telecommunication;Total;442.0
2023-02-12;Number of Transactions (In Thousand);Transportation;Total;2027.0
2023-02-12;Number of Transactions Change %;Education;Total;-9.48905109489051
2023-02-12;Number of Transactions Change %;Electronic & Electric Devices;Total;-6.341463414634147
2023-02-12;Number of Transactions Change %;Restaurants & Café;Total;-5.030841610036592
2023-02-12;Number of Transactions Change %;Beverage and Food;Total;-4.321189348145728
2023-02-12;Number of Transactions Change %;Telecommunication;Total;-9.795918367346939
2023-02-12;Number of Transactions Change %;Transportation;Total;-9.7506678539626
2023-02-05;Number of Transactions (In Thousand);Education;Total;137.0
2023-02-05;Number of Transactions (In Thousand);Furniture;Total;1059.0
2023-02-05;Number of Transactions (In Thousand);Hotels;Total;612.0
2023-02-05;Number of Transactions (In Thousand);Beverage and Food;Total;36726.0
2023-02-05;Number of Transactions Change %;Clothing and Footwear;Total;-7.618540223761321
2023-02-05;Number of Transactions Change %;Gas Stations;Total;-3.045495360670458
2023-02-05;Number of Transactions Change %;Health;Total;-5.550273353933919
2023-02-05;Number of Transactions Change %;Public Utilities;Total;5.838815789473684
2023-02-05;Number of Transactions Change %;Jewelry;Total;-6.302521008403361
2023-02-05;Number of Transactions (In Thousand);Total;DAMMAM;6979.0
2023-02-05;Number of Transactions Change %;Total;TABOUK;-6.6573426573426575
2023-02-05;Number of Transactions Change %;Total;MADINA;-4.260404949381328
2023-02-05;Value of Transactions (In Thousand SAR);Total;BURAIDAH;258084.0
2023-02-05;Value of Transactions (In Thousand SAR);Total;KHOBAR;324340.0
2023-02-05;Value of Transactions (In Thousand SAR);Total;DAMMAM;568810.0
2023-02-05;Value of Transactions Change %;Total;ABHA;-9.454733250093154
2023-02-05;Value of Transactions Change %;Total;BURAIDAH;-10.768900982259854
2023-02-05;Value of Transactions Change %;Total;DAMMAM;-9.339407018740657
2023-02-05;Value of Transactions (In Thousand SAR);Telecommunication;Total;89379.0
2023-02-05;Value of Transactions Change %;Education;Total;-34.68150109476043
2023-02-05;Value of Transactions Change %;Hotels;Total;1.1417347821584733
2023-02-05;Value of Transactions Change %;Restaurants & Café;Total;-5.101610662683155
2023-02-05;Value of Transactions Change %;Total;Total;-9.219309917968996
2023-02-05;Value of Transactions (In Thousand SAR);Furniture;Total;291229.0
2023-02-05;Value of Transactions Change %;Health;Total;-8.894795821878015
2023-02-05;Value of Transactions Change %;Public Utilities;Total;1.4323919554985025
2023-02-05;Value of Transactions Change %;Recreation and Culture;Total;-14.211329210888222
2023-02-05;Value of Transactions Change %;Transportation;Total;-10.229295648000194
2023-02-05;Number of Transactions (In Thousand);Total;BURAIDAH;3726.0
2023-02-05;Number of Transactions (In Thousand);Total;MADINA;6809.0
2023-02-05;Number of Transactions Change %;Total;HAIL;-7.451612903225806
2023-02-05;Number of Transactions Change %;Total;MAKKAH;-4.015269334087375
2023-02-05;Number of Transactions Change %;Total;DAMMAM;-4.684512428298279
2023-02-05;Number of Transactions Change %;Total;OTHER;-4.44819439757003
2023-02-05;Value of Transactions (In Thousand SAR);Total;HAIL;175161.0
2023-02-05;Value of Transactions (In Thousand SAR);Total;RIYADH;3584088.0
2023-02-05;Value of Transactions Change %;Total;KHOBAR;-10.98095507329511
2023-02-05;Number of Transactions (In Thousand);Clothing and Footwear;Total;5202.0
2023-02-05;Number of Transactions (In Thousand);Electronic & Electric Devices;Total;820.0
2023-02-05;Number of Transactions (In Thousand);Gas Stations;Total;12957.0
2023-02-05;Number of Transactions (In Thousand);Miscellaneous Goods and Services;Total;17701.0
2023-02-05;Number of Transactions (In Thousand);Total;Total;160761.0
2023-02-05;Number of Transactions Change %;Electronic & Electric Devices;Total;-6.178489702517163
2023-02-05;Number of Transactions Change %;Recreation and Culture;Total;-5.421686746987952
2023-02-05;Value of Transactions Change %;Total;RIYADH;-7.9128986349912624
2023-02-05;Value of Transactions Change %;Total;OTHER;-10.71439053617655
2023-02-05;Number of Transactions (In Thousand);Construction & Building Materials;Total;1293.0
2023-02-05;Number of Transactions (In Thousand);Health;Total;7947.0
2023-02-05;Number of Transactions (In Thousand);Other;Total;21880.0
2023-02-05;Number of Transactions Change %;Construction & Building Materials;Total;-2.8549962434259957
2023-02-05;Number of Transactions Change %;Beverage and Food;Total;-1.5837285955462657
2023-02-05;Number of Transactions Change %;Transportation;Total;-7.533964594483327
2023-02-05;Value of Transactions (In Thousand SAR);Electronic & Electric Devices;Total;231123.0
2023-02-05;Value of Transactions (In Thousand SAR);Health;Total;749579.0
2023-02-05;Value of Transactions (In Thousand SAR);Hotels;Total;302787.0
2023-02-05;Value of Transactions (In Thousand SAR);Public Utilities;Total;94819.0
2023-02-05;Value of Transactions (In Thousand SAR);Recreation and Culture;Total;262624.0
2023-02-05;Value of Transactions (In Thousand SAR);Other;Total;1688532.0
2023-02-05;Value of Transactions (In Thousand SAR);Total;Total;10912252.0
2023-02-05;Value of Transactions Change %;Gas Stations;Total;-4.141072412251982
2023-02-05;Value of Transactions Change %;Beverage and Food;Total;-11.844752515687649
2023-02-05;Value of Transactions Change %;Telecommunication;Total;-15.235575281666097
2023-02-05;Number of Transactions (In Thousand);Total;HAIL;2869.0
2023-02-05;Number of Transactions (In Thousand);Total;ABHA;2415.0
2023-02-05;Number of Transactions (In Thousand);Total;MAKKAH;6789.0
2023-02-05;Number of Transactions (In Thousand);Total;JEDDAH;19888.0
2023-02-05;Number of Transactions (In Thousand);Total;RIYADH;47639.0
2023-02-05;Number of Transactions (In Thousand);Total;OTHER;56624.0
2023-02-05;Value of Transactions (In Thousand SAR);Total;MADINA;424865.0
2023-02-05;Value of Transactions (In Thousand SAR);Total;JEDDAH;1597100.0
2023-02-05;Value of Transactions (In Thousand SAR);Total;OTHER;3194190.0
2023-02-05;Value of Transactions Change %;Total;HAIL;-11.095715199317842
2023-02-05;Value of Transactions Change %;Total;MAKKAH;-8.742908594312437
2023-02-05;Value of Transactions (In Thousand SAR);Education;Total;128279.0
2023-02-05;Value of Transactions (In Thousand SAR);Beverage and Food;Total;1657584.0
2023-02-05;Value of Transactions Change %;Clothing and Footwear;Total;-9.573493256857354
2023-02-05;Value of Transactions Change %;Construction & Building Materials;Total;-3.367648830640303
2023-02-05;Value of Transactions Change %;Electronic & Electric Devices;Total;-7.959093461405206
2023-02-05;Number of Transactions (In Thousand);Transportation;Total;2246.0
2023-02-05;Number of Transactions Change %;Hotels;Total;-3.4700315457413247
2023-02-05;Value of Transactions (In Thousand SAR);Clothing and Footwear;Total;684856.0
2023-02-05;Number of Transactions (In Thousand);Total;KHOBAR;3686.0
2023-02-05;Number of Transactions Change %;Total;JEDDAH;-4.255728865780859
2023-02-05;Value of Transactions Change %;Total;TABOUK;-13.60892175915929
2023-02-05;Value of Transactions (In Thousand SAR);Construction & Building Materials;Total;360917.0
2023-02-05;Value of Transactions (In Thousand SAR);Gas Stations;Total;737830.0
2023-02-05;Value of Transactions (In Thousand SAR);Jewelry;Total;202909.0
2023-02-05;Value of Transactions (In Thousand SAR);Miscellaneous Goods and Services;Total;1161663.0
2023-02-05;Value of Transactions (In Thousand SAR);Restaurants & Café;Total;1677125.0
2023-02-05;Value of Transactions (In Thousand SAR);Transportation;Total;591018.0
2023-02-05;Value of Transactions Change %;Furniture;Total;-7.180966343702193
2023-02-05;Value of Transactions Change %;Jewelry;Total;-2.454630675672427
2023-02-05;Value of Transactions Change %;Miscellaneous Goods and Services;Total;-13.61803036589882
2023-02-05;Value of Transactions Change %;Other;Total;-9.8336827423284
2023-02-05;Number of Transactions (In Thousand);Total;TABOUK;3337.0
2023-02-05;Number of Transactions Change %;Total;ABHA;-3.7465125548027105
2023-02-05;Number of Transactions Change %;Total;BURAIDAH;-5.335365853658536
2023-02-05;Number of Transactions Change %;Total;KHOBAR;-4.209979209979211
2023-02-05;Number of Transactions Change %;Total;RIYADH;-3.5823432977797567
2023-02-05;Value of Transactions (In Thousand SAR);Total;TABOUK;192037.0
2023-02-05;Value of Transactions (In Thousand SAR);Total;ABHA;138508.0
2023-02-05;Value of Transactions (In Thousand SAR);Total;MAKKAH;455069.0
2023-02-05;Value of Transactions Change %;Total;MADINA;-8.535390828674332
2023-02-05;Value of Transactions Change %;Total;JEDDAH;-7.918777570026643
2023-02-05;Number of Transactions (In Thousand);Public Utilities;Total;1287.0
2023-02-05;Number of Transactions (In Thousand);Jewelry;Total;223.0
2023-02-05;Number of Transactions (In Thousand);Recreation and Culture;Total;2355.0
2023-02-05;Number of Transactions (In Thousand);Restaurants & Café;Total;47825.0
2023-02-05;Number of Transactions (In Thousand);Telecommunication;Total;490.0
2023-02-05;Number of Transactions Change %;Education;Total;-15.432098765432098
2023-02-05;Number of Transactions Change %;Furniture;Total;-7.105263157894736
2023-02-05;Number of Transactions Change %;Miscellaneous Goods and Services;Total;-11.530387844862055
2023-02-05;Number of Transactions Change %;Restaurants & Café;Total;-3.0056584257813292
2023-02-05;Number of Transactions Change %;Telecommunication;Total;-8.752327746741155
2023-02-05;Number of Transactions Change %;Other;Total;-4.131796871576919
2023-02-05;Number of Transactions Change %;Total;Total;-4.261059100979061
2023-01-29;Number of Transactions (In Thousand);Electronic & Electric Devices;Total;874.0
2023-01-29;Number of Transactions (In Thousand);Gas Stations;Total;13364.0
2023-01-29;Number of Transactions (In Thousand);Restaurants & Café;Total;49307.0
2023-01-29;Number of Transactions (In Thousand);Transportation;Total;2429.0
2023-01-29;Number of Transactions Change %;Health;Total;23.55359765051395
2023-01-29;Number of Transactions Change %;Furniture;Total;32.25058004640371
2023-01-29;Number of Transactions Change %;Public Utilities;Total;16.030534351145036
2023-01-29;Number of Transactions Change %;Recreation and Culture;Total;28.54930304594734
2023-01-29;Number of Transactions Change %;Total;RIYADH;19.290663705062894
2023-01-29;Number of Transactions Change %;Total;OTHER;18.907638902823205
2023-01-29;Value of Transactions (In Thousand SAR);Total;TABOUK;222288.0
2023-01-29;Value of Transactions (In Thousand SAR);Total;HAIL;197022.0
2023-01-29;Value of Transactions (In Thousand SAR);Total;RIYADH;3892063.0
2023-01-29;Value of Transactions Change %;Total;ABHA;14.767270872096514
2023-01-29;Value of Transactions Change %;Total;BURAIDAH;16.05216170127395
2023-01-29;Value of Transactions Change %;Total;MADINA;18.54902100900386
2023-01-29;Value of Transactions Change %;Total;JEDDAH;21.3667241388962
2023-01-29;Value of Transactions (In Thousand SAR);Construction & Building Materials;Total;373495.0
2023-01-29;Value of Transactions (In Thousand SAR);Health;Total;822762.0
2023-01-29;Value of Transactions (In Thousand SAR);Public Utilities;Total;93480.0
2023-01-29;Value of Transactions (In Thousand SAR);Miscellaneous Goods and Services;Total;1344798.0
2023-01-29;Value of Transactions Change %;Clothing and Footwear;Total;24.127588716180338
2023-01-29;Value of Transactions Change %;Construction & Building Materials;Total;26.236611473320963
2023-01-29;Value of Transactions Change %;Miscellaneous Goods and Services;Total;19.809060707327088
2023-01-29;Number of Transactions (In Thousand);Total;HAIL;3100.0
2023-01-29;Value of Transactions (In Thousand SAR);Hotels;Total;299369.0
2023-01-29;Value of Transactions (In Thousand SAR);Jewelry;Total;208015.0
2023-01-29;Value of Transactions (In Thousand SAR);Other;Total;1872686.0
2023-01-29;Value of Transactions Change %;Electronic & Electric Devices;Total;26.542161571062138
2023-01-29;Value of Transactions Change %;Jewelry;Total;37.07020387722558
2023-01-29;Value of Transactions Change %;Other;Total;22.619534805756555
2023-01-29;Value of Transactions Change %;Total;Total;18.950290556258587
2023-01-29;Number of Transactions (In Thousand);Total;TABOUK;3575.0
2023-01-29;Number of Transactions (In Thousand);Total;KHOBAR;3848.0
2023-01-29;Number of Transactions (In Thousand);Total;MADINA;7112.0
2023-01-29;Number of Transactions (In Thousand);Total;RIYADH;49409.0
2023-01-29;Number of Transactions Change %;Total;HAIL;18.54684512428298
2023-01-29;Number of Transactions Change %;Total;JEDDAH;19.057717659196424
2023-01-29;Value of Transactions (In Thousand SAR);Total;KHOBAR;364349.0
2023-01-29;Value of Transactions Change %;Total;KHOBAR;21.975380556866764
2023-01-29;Number of Transactions (In Thousand);Clothing and Footwear;Total;5631.0
2023-01-29;Number of Transactions (In Thousand);Health;Total;8414.0
2023-01-29;Number of Transactions (In Thousand);Jewelry;Total;238.0
2023-01-29;Number of Transactions Change %;Construction & Building Materials;Total;28.103946102021176
2023-01-29;Number of Transactions Change %;Education;Total;18.248175182481752
2023-01-29;Number of Transactions Change %;Restaurants & Café;Total;18.333013343573008
2023-01-29;Number of Transactions Change %;Transportation;Total;24.756034925526453
2023-01-29;Number of Transactions Change %;Total;Total;19.00917821326057
2023-01-29;Value of Transactions Change %;Total;OTHER;16.198413464021336
2023-01-29;Value of Transactions Change %;Total;DAMMAM;23.468660828495523
2023-01-29;Number of Transactions (In Thousand);Furniture;Total;1140.0
2023-01-29;Number of Transactions (In Thousand);Hotels;Total;634.0
2023-01-29;Number of Transactions (In Thousand);Public Utilities;Total;1216.0
2023-01-29;Number of Transactions (In Thousand);Miscellaneous Goods and Services;Total;20008.0
2023-01-29;Number of Transactions (In Thousand);Recreation and Culture;Total;2490.0
2023-01-29;Number of Transactions (In Thousand);Beverage and Food;Total;37317.0
2023-01-29;Number of Transactions (In Thousand);Total;Total;167916.0
2023-01-29;Number of Transactions Change %;Clothing and Footwear;Total;29.478040928949184
2023-01-29;Number of Transactions Change %;Hotels;Total;17.190388170055453
2023-01-29;Number of Transactions Change %;Miscellaneous Goods and Services;Total;13.914825780004556
2023-01-29;Number of Transactions Change %;Beverage and Food;Total;18.787203565175872
2023-01-29;Value of Transactions (In Thousand SAR);Furniture;Total;313760.0
2023-01-29;Value of Transactions (In Thousand SAR);Recreation and Culture;Total;306129.0
2023-01-29;Value of Transactions Change %;Health;Total;23.50760999935451
2023-01-29;Value of Transactions Change %;Public Utilities;Total;16.852921323033076
2023-01-29;Value of Transactions Change %;Beverage and Food;Total;13.874749349110132
2023-01-29;Value of Transactions Change %;Telecommunication;Total;10.23019506993665
2023-01-29;Number of Transactions (In Thousand);Total;ABHA;2509.0
2023-01-29;Number of Transactions Change %;Total;BURAIDAH;18.69722557297949
2023-01-29;Number of Transactions Change %;Total;KHOBAR;19.31782945736434
2023-01-29;Number of Transactions Change %;Total;DAMMAM;19.562377531025472
2023-01-29;Value of Transactions (In Thousand SAR);Total;BURAIDAH;289231.0
2023-01-29;Value of Transactions (In Thousand SAR);Total;DAMMAM;627406.0
2023-01-29;Value of Transactions Change %;Total;MAKKAH;20.75781938646028
2023-01-29;Value of Transactions (In Thousand SAR);Education;Total;196390.0
2023-01-29;Value of Transactions (In Thousand SAR);Electronic & Electric Devices;Total;251109.0
2023-01-29;Value of Transactions (In Thousand SAR);Gas Stations;Total;769704.0
2023-01-29;Value of Transactions (In Thousand SAR);Restaurants & Café;Total;1767285.0
2023-01-29;Value of Transactions (In Thousand SAR);Telecommunication;Total;105444.0
2023-01-29;Value of Transactions (In Thousand SAR);Total;Total;12020455.0
2023-01-29;Value of Transactions Change %;Education;Total;17.216969870601158
2023-01-29;Value of Transactions Change %;Gas Stations;Total;11.966879970441013
2023-01-29;Value of Transactions Change %;Hotels;Total;15.435395370538178
2023-01-29;Value of Transactions Change %;Recreation and Culture;Total;21.074738078570494
2023-01-29;Value of Transactions Change %;Restaurants & Café;Total;16.101472220944824
2023-01-29;Value of Transactions Change %;Transportation;Total;14.680378897935153
2023-01-29;Number of Transactions (In Thousand);Education;Total;162.0
2023-01-29;Number of Transactions (In Thousand);Telecommunication;Total;537.0
2023-01-29;Number of Transactions (In Thousand);Other;Total;22823.0
2023-01-29;Number of Transactions Change %;Jewelry;Total;32.22222222222222
2023-01-29;Number of Transactions (In Thousand);Total;MAKKAH;7073.0
2023-01-29;Number of Transactions (In Thousand);Total;JEDDAH;20772.0
2023-01-29;Number of Transactions Change %;Total;MAKKAH;20.16649677200136
2023-01-29;Value of Transactions (In Thousand SAR);Total;ABHA;152971.0
2023-01-29;Value of Transactions (In Thousand SAR);Total;MAKKAH;498667.0
2023-01-29;Value of Transactions (In Thousand SAR);Total;OTHER;3577497.0
2023-01-29;Value of Transactions Change %;Total;TABOUK;11.412504134965266
2023-01-29;Value of Transactions (In Thousand SAR);Beverage and Food;Total;1880301.0
2023-01-29;Value of Transactions (In Thousand SAR);Transportation;Total;658364.0
2023-01-29;Value of Transactions Change %;Furniture;Total;29.073661173411878
2023-01-29;Number of Transactions (In Thousand);Total;BURAIDAH;3936.0
2023-01-29;Number of Transactions (In Thousand);Total;DAMMAM;7322.0
2023-01-29;Number of Transactions (In Thousand);Total;OTHER;59260.0
2023-01-29;Number of Transactions Change %;Total;TABOUK;15.39703034215623
2023-01-29;Number of Transactions Change %;Total;ABHA;16.37291280148423
2023-01-29;Number of Transactions Change %;Total;MADINA;19.10902696365768
2023-01-29;Value of Transactions (In Thousand SAR);Total;MADINA;464513.0
2023-01-29;Value of Transactions (In Thousand SAR);Total;JEDDAH;1734447.0
2023-01-29;Value of Transactions Change %;Total;HAIL;13.855275475885026
2023-01-29;Value of Transactions Change %;Total;RIYADH;20.465567740511712
2023-01-29;Number of Transactions (In Thousand);Construction & Building Materials;Total;1331.0
2023-01-29;Number of Transactions Change %;Electronic & Electric Devices;Total;27.219796215429405
2023-01-29;Number of Transactions Change %;Gas Stations;Total;12.529471202425057
2023-01-29;Number of Transactions Change %;Telecommunication;Total;22.883295194508012
2023-01-29;Number of Transactions Change %;Other;Total;22.704301075268816
2023-01-29;Value of Transactions (In Thousand SAR);Clothing and Footwear;Total;757362.0
2023-01-22;Number of Transactions (In Thousand);Clothing and Footwear;Total;4349.0
2023-01-22;Number of Transactions (In Thousand);Health;Total;6810.0
2023-01-22;Number of Transactions (In Thousand);Hotels;Total;541.0
2023-01-22;Number of Transactions (In Thousand);Miscellaneous Goods and Services;Total;17564.0
2023-01-22;Number of Transactions Change %;Construction & Building Materials;Total;-7.890070921985816
2023-01-22;Number of Transactions Change %;Electronic & Electric Devices;Total;1.1782032400589102
2023-01-22;Number of Transactions Change %;Gas Stations;Total;-1.9079871148922112
2023-01-22;Number of Transactions Change %;Transportation;Total;0.15432098765432098
2023-01-22;Number of Transactions (In Thousand);Total;ABHA;2156.0
2023-01-22;Number of Transactions (In Thousand);Total;KHOBAR;3225.0
2023-01-22;Number of Transactions (In Thousand);Total;DAMMAM;6124.0
2023-01-22;Number of Transactions (In Thousand);Total;RIYADH;41419.0
2023-01-22;Number of Transactions (In Thousand);Total;OTHER;49837.0
2023-01-22;Number of Transactions Change %;Total;TABOUK;6.314344543582704
2023-01-22;Number of Transactions Change %;Total;MAKKAH;-3.729146221786065
2023-01-22;Number of Transactions Change %;Total;MADINA;-2.6414479047774333
2023-01-22;Number of Transactions Change %;Total;JEDDAH;-6.615639886527859
2023-01-22;Value of Transactions (In Thousand SAR);Total;MADINA;391832.0
2023-01-22;Value of Transactions (In Thousand SAR);Total;RIYADH;3230851.0
2023-01-22;Value of Transactions (In Thousand SAR);Total;OTHER;3078783.0
2023-01-22;Value of Transactions Change %;Total;TABOUK;22.989958267323377
2023-01-22;Value of Transactions Change %;Total;ABHA;14.392626032029385
2023-01-22;Value of Transactions (In Thousand SAR);Construction & Building Materials;Total;295869.0
2023-01-22;Value of Transactions (In Thousand SAR);Education;Total;167544.0
2023-01-22;Value of Transactions (In Thousand SAR);Restaurants & Café;Total;1522190.0
2023-01-22;Value of Transactions (In Thousand SAR);Beverage and Food;Total;1651201.0
2023-01-22;Value of Transactions (In Thousand SAR);Other;Total;1527233.0
2023-01-22;Value of Transactions Change %;Clothing and Footwear;Total;3.322625383767381
2023-01-22;Value of Transactions Change %;Hotels;Total;-4.5849720935537395
2023-01-22;Value of Transactions Change %;Public Utilities;Total;1.0024746224938135
2023-01-22;Value of Transactions (In Thousand SAR);Furniture;Total;243086.0
2023-01-22;Value of Transactions (In Thousand SAR);Recreation and Culture;Total;252843.0
2023-01-22;Value of Transactions Change %;Gas Stations;Total;2.0911610168736394
2023-01-22;Value of Transactions Change %;Jewelry;Total;-0.05992795474451594
2023-01-22;Value of Transactions Change %;Recreation and Culture;Total;3.4177686339150957
2023-01-22;Value of Transactions Change %;Restaurants & Café;Total;0.3719629237169389
2023-01-22;Number of Transactions (In Thousand);Total;MAKKAH;5886.0
2023-01-22;Number of Transactions (In Thousand);Total;BURAIDAH;3316.0
2023-01-22;Number of Transactions (In Thousand);Total;JEDDAH;17447.0
2023-01-22;Value of Transactions (In Thousand SAR);Total;MAKKAH;412948.0
2023-01-22;Value of Transactions (In Thousand SAR);Total;KHOBAR;298707.0
2023-01-22;Value of Transactions Change %;Total;KHOBAR;-0.8102355328128789
2023-01-22;Number of Transactions (In Thousand);Construction & Building Materials;Total;1039.0
2023-01-22;Number of Transactions (In Thousand);Furniture;Total;862.0
2023-01-22;Number of Transactions (In Thousand);Recreation and Culture;Total;1937.0
2023-01-22;Number of Transactions (In Thousand);Transportation;Total;1947.0
2023-01-22;Number of Transactions Change %;Education;Total;22.321428571428573
2023-01-22;Number of Transactions Change %;Hotels;Total;-3.9076376554174073
2023-01-22;Value of Transactions Change %;Total;MADINA;4.6845027224297215
2023-01-22;Value of Transactions Change %;Total;JEDDAH;-1.949354651912717
2023-01-22;Value of Transactions Change %;Total;OTHER;12.483970178503707
2023-01-22;Number of Transactions (In Thousand);Education;Total;137.0
2023-01-22;Number of Transactions (In Thousand);Electronic & Electric Devices;Total;687.0
2023-01-22;Number of Transactions (In Thousand);Beverage and Food;Total;31415.0
2023-01-22;Number of Transactions (In Thousand);Telecommunication;Total;437.0
2023-01-22;Number of Transactions Change %;Clothing and Footwear;Total;3.646329837940896
2023-01-22;Number of Transactions Change %;Beverage and Food;Total;-3.5491695066163147
2023-01-22;Number of Transactions Change %;Telecommunication;Total;6.326034063260341
2023-01-22;Number of Transactions Change %;Other;Total;-2.648382707003036
2023-01-22;Number of Transactions Change %;Total;Total;-2.534469895830455
2023-01-22;Value of Transactions (In Thousand SAR);Health;Total;666163.0
2023-01-22;Value of Transactions (In Thousand SAR);Jewelry;Total;151758.0
2023-01-22;Value of Transactions (In Thousand SAR);Miscellaneous Goods and Services;Total;1122451.0
2023-01-22;Value of Transactions (In Thousand SAR);Telecommunication;Total;95658.0
2023-01-22;Value of Transactions (In Thousand SAR);Transportation;Total;574086.0
2023-01-22;Value of Transactions (In Thousand SAR);Total;Total;10105444.0
2023-01-22;Value of Transactions Change %;Construction & Building Materials;Total;-11.973616094539352
2023-01-22;Value of Transactions Change %;Education;Total;36.05203537235987
2023-01-22;Value of Transactions Change %;Health;Total;2.1261884978246006
2023-01-22;Value of Transactions Change %;Furniture;Total;-3.784331498098137
2023-01-22;Value of Transactions Change %;Beverage and Food;Total;13.91984910044631
2023-01-22;Value of Transactions Change %;Telecommunication;Total;5.662086334113905
2023-01-22;Value of Transactions Change %;Other;Total;3.6057720030310407
2023-01-22;Number of Transactions Change %;Total;ABHA;1.8422295701464337
2023-01-22;Value of Transactions (In Thousand SAR);Total;BURAIDAH;249225.0
2023-01-22;Value of Transactions Change %;Total;HAIL;17.418829516539443
2023-01-22;Value of Transactions (In Thousand SAR);Hotels;Total;259339.0
2023-01-22;Value of Transactions (In Thousand SAR);Public Utilities;Total;79998.0
2023-01-22;Value of Transactions Change %;Electronic & Electric Devices;Total;1.8121463056739882
2023-01-22;Value of Transactions Change %;Miscellaneous Goods and Services;Total;5.8509609989372
2023-01-22;Value of Transactions Change %;Transportation;Total;4.068014755866544
2023-01-22;Number of Transactions (In Thousand);Total;TABOUK;3098.0
2023-01-22;Number of Transactions (In Thousand);Total;HAIL;2615.0
2023-01-22;Number of Transactions (In Thousand);Restaurants & Café;Total;41668.0
2023-01-22;Number of Transactions (In Thousand);Other;Total;18600.0
2023-01-22;Number of Transactions Change %;Jewelry;Total;3.4482758620689653
2023-01-22;Number of Transactions Change %;Miscellaneous Goods and Services;Total;-2.676345098908406
2023-01-22;Number of Transactions Change %;Recreation and Culture;Total;-2.2704339051463167
2023-01-22;Number of Transactions Change %;Restaurants & Café;Total;-2.619832199864451
2023-01-22;Value of Transactions (In Thousand SAR);Clothing and Footwear;Total;610148.0
2023-01-22;Number of Transactions (In Thousand);Total;MADINA;5971.0
2023-01-22;Number of Transactions Change %;Total;BURAIDAH;-1.1918951132300357
2023-01-22;Number of Transactions Change %;Total;DAMMAM;-4.26762544942942
2023-01-22;Number of Transactions Change %;Total;OTHER;0.25749864209700457
2023-01-22;Value of Transactions (In Thousand SAR);Total;ABHA;133288.0
2023-01-22;Value of Transactions (In Thousand SAR);Total;JEDDAH;1429096.0
2023-01-22;Value of Transactions Change %;Total;MAKKAH;4.5493557885355935
2023-01-22;Value of Transactions Change %;Total;BURAIDAH;6.972242371695546
2023-01-22;Value of Transactions Change %;Total;DAMMAM;-1.7110383832756926
2023-01-22;Value of Transactions (In Thousand SAR);Electronic & Electric Devices;Total;198439.0
2023-01-22;Value of Transactions (In Thousand SAR);Gas Stations;Total;687439.0
2023-01-22;Value of Transactions Change %;Total;Total;4.040517290815423
2023-01-22;Number of Transactions Change %;Total;HAIL;5.401047964530431
2023-01-22;Number of Transactions Change %;Total;KHOBAR;-5.119152691968226
2023-01-22;Number of Transactions Change %;Total;RIYADH;-4.698465290720416
2023-01-22;Value of Transactions (In Thousand SAR);Total;TABOUK;199518.0
2023-01-22;Value of Transactions (In Thousand SAR);Total;HAIL;173046.0
2023-01-22;Value of Transactions (In Thousand SAR);Total;DAMMAM;508150.0
2023-01-22;Value of Transactions Change %;Total;RIYADH;-1.2539281721384476
2023-01-22;Number of Transactions (In Thousand);Gas Stations;Total;11876.0
2023-01-22;Number of Transactions (In Thousand);Public Utilities;Total;1048.0
2023-01-22;Number of Transactions (In Thousand);Jewelry;Total;180.0
2023-01-22;Number of Transactions (In Thousand);Total;Total;141095.0
2023-01-22;Number of Transactions Change %;Health;Total;-2.6725739602686867
2023-01-22;Number of Transactions Change %;Furniture;Total;-2.0454545454545454
2023-01-22;Number of Transactions Change %;Public Utilities;Total;-2.9629629629629632
2023-01-15;Number of Transactions (In Thousand);Health;Total;6997.0
2023-01-15;Number of Transactions (In Thousand);Telecommunication;Total;411.0
2023-01-15;Number of Transactions (In Thousand);Other;Total;19106.0
2023-01-15;Number of Transactions Change %;Electronic & Electric Devices;Total;-9.827357237715804
2023-01-15;Number of Transactions Change %;Furniture;Total;-13.470993117010815
2023-01-15;Number of Transactions Change %;Other;Total;-6.831813527088311
2023-01-15;Number of Transactions (In Thousand);Total;MAKKAH;6114.0
2023-01-15;Number of Transactions (In Thousand);Total;JEDDAH;18683.0
2023-01-15;Number of Transactions Change %;Total;HAIL;-9.386413440467495
2023-01-15;Number of Transactions Change %;Total;ABHA;-7.392825896762904
2023-01-15;Number of Transactions Change %;Total;OTHER;-8.718805663183797
2023-01-15;Value of Transactions (In Thousand SAR);Total;RIYADH;3271878.0
2023-01-15;Value of Transactions Change %;Total;JEDDAH;-6.842664355482607
2023-01-15;Value of Transactions Change %;Total;RIYADH;-7.215826530230279
2023-01-15;Value of Transactions (In Thousand SAR);Gas Stations;Total;673358.0
2023-01-15;Value of Transactions (In Thousand SAR);Telecommunication;Total;90532.0
2023-01-15;Value of Transactions (In Thousand SAR);Transportation;Total;551645.0
2023-01-15;Value of Transactions (In Thousand SAR);Other;Total;1474081.0
2023-01-15;Value of Transactions Change %;Education;Total;-22.749228414423005
2023-01-15;Value of Transactions Change %;Health;Total;-7.245523627511205
2023-01-15;Value of Transactions Change %;Public Utilities;Total;-8.811034228674718
2023-01-15;Value of Transactions Change %;Miscellaneous Goods and Services;Total;-10.085547050877983
2023-01-15;Value of Transactions Change %;Recreation and Culture;Total;-3.1009349572551335
2023-01-15;Value of Transactions Change %;Transportation;Total;-5.363444379826011
