Starting date;Indicator;Sectors;City;value (Multiple units)
2020-11-22;Value of Transactions (In Thousand SAR);Public Utilities;Total;68693.0
2020-11-22;Value of Transactions (In Thousand SAR);Recreation and Culture;Total;278100.0
2020-11-22;Value of Transactions Change %;Clothing and Footwear;Total;41.84915372169641
2020-11-22;Value of Transactions Change %;Gas Stations;Total;12.90250363792396
2020-11-22;Value of Transactions Change %;Public Utilities;Total;9.850798778245085
2020-11-22;Value of Transactions Change %;Telecommunication;Total;18.790438126838097
2020-11-22;Number of Transactions (In Thousand);Total;HAIL;1450.0
2020-11-22;Value of Transactions (In Thousand SAR);Education;Total;57785.0
2020-11-22;Value of Transactions (In Thousand SAR);Health;Total;661118.0
2020-11-22;Value of Transactions (In Thousand SAR);Total;Total;8647581.0
2020-11-22;Value of Transactions Change %;Health;Total;13.965819804103417
2020-11-22;Value of Transactions Change %;Hotels;Total;8.088813690131648
2020-11-22;Value of Transactions Change %;Miscellaneous Goods and Services;Total;21.15616892239539
2020-11-22;Value of Transactions Change %;Beverage and Food;Total;29.087889487478158
2020-11-22;Value of Transactions Change %;Transportation;Total;7.861876255251439
2020-11-22;Number of Transactions (In Thousand);Total;JEDDAH;10730.0
2020-11-22;Number of Transactions (In Thousand);Total;RIYADH;22446.0
2020-11-22;Number of Transactions Change %;Total;BURAIDAH;7.381889763779527
2020-11-22;Value of Transactions (In Thousand SAR);Total;MADINA;316801.0
2020-11-22;Value of Transactions (In Thousand SAR);Total;OTHER;2472722.0
2020-11-22;Value of Transactions Change %;Total;MAKKAH;24.49218693499318
2020-11-22;Value of Transactions Change %;Total;KHOBAR;14.29706474221081
2020-11-22;Number of Transactions (In Thousand);Gas Stations;Total;6674.0
2020-11-22;Number of Transactions (In Thousand);Hotels;Total;399.0
2020-11-22;Number of Transactions (In Thousand);Telecommunication;Total;294.0
2020-11-22;Number of Transactions (In Thousand);Other;Total;8519.0
2020-11-22;Number of Transactions Change %;Furniture;Total;18.970588235294116
2020-11-22;Number of Transactions Change %;Miscellaneous Goods and Services;Total;15.450014658457931
2020-11-22;Number of Transactions Change %;Transportation;Total;16.50692225772098
2020-11-22;Number of Transactions Change %;Other;Total;6.687539135879775
2020-11-22;Value of Transactions Change %;Total;OTHER;24.33798794193221
2020-11-22;Value of Transactions Change %;Total;JEDDAH;16.966396999686033
2020-11-22;Value of Transactions Change %;Total;RIYADH;16.534760576211355
2020-11-22;Number of Transactions (In Thousand);Education;Total;42.0
2020-11-22;Number of Transactions (In Thousand);Electronic & Electric Devices;Total;737.0
2020-11-22;Number of Transactions (In Thousand);Recreation and Culture;Total;1388.0
2020-11-22;Number of Transactions Change %;Construction & Building Materials;Total;6.620689655172414
2020-11-22;Number of Transactions Change %;Electronic & Electric Devices;Total;12.347560975609756
2020-11-22;Number of Transactions Change %;Gas Stations;Total;7.075244665490134
2020-11-22;Number of Transactions Change %;Hotels;Total;9.315068493150685
2020-11-22;Number of Transactions Change %;Jewelry;Total;19.607843137254903
2020-11-22;Value of Transactions (In Thousand SAR);Jewelry;Total;228531.0
2020-11-22;Value of Transactions (In Thousand SAR);Miscellaneous Goods and Services;Total;664040.0
2020-11-22;Value of Transactions (In Thousand SAR);Telecommunication;Total;78764.0
2020-11-22;Value of Transactions (In Thousand SAR);Transportation;Total;444680.0
2020-11-22;Value of Transactions (In Thousand SAR);Other;Total;1192507.0
2020-11-22;Value of Transactions Change %;Construction & Building Materials;Total;2.8730525916972836
2020-11-22;Value of Transactions Change %;Education;Total;7.661207683565293
2020-11-22;Value of Transactions Change %;Electronic & Electric Devices;Total;14.849446384071646
2020-11-22;Value of Transactions Change %;Recreation and Culture;Total;26.714934683258228
2020-11-22;Value of Transactions Change %;Total;Total;19.615234695410386
2020-11-22;Number of Transactions (In Thousand);Total;KHOBAR;2292.0
2020-11-22;Number of Transactions Change %;Total;HAIL;14.173228346456693
2020-11-22;Number of Transactions Change %;Total;MAKKAH;10.78392359729407
2020-11-22;Number of Transactions Change %;Total;KHOBAR;7.303370786516854
2020-11-22;Number of Transactions Change %;Total;MADINA;9.864165588615782
2020-11-22;Value of Transactions (In Thousand SAR);Total;DAMMAM;485163.0
2020-11-22;Value of Transactions Change %;Total;HAIL;27.200868585340977
2020-11-22;Value of Transactions (In Thousand SAR);Construction & Building Materials;Total;385561.0
2020-11-22;Value of Transactions (In Thousand SAR);Gas Stations;Total;332849.0
2020-11-22;Value of Transactions (In Thousand SAR);Hotels;Total;145654.0
2020-11-22;Value of Transactions (In Thousand SAR);Restaurants & Café;Total;1098177.0
2020-11-22;Value of Transactions (In Thousand SAR);Beverage and Food;Total;1418521.0
2020-11-22;Value of Transactions Change %;Furniture;Total;18.329022895938984
2020-11-22;Value of Transactions Change %;Jewelry;Total;21.395030118881937
2020-11-22;Number of Transactions (In Thousand);Total;ABHA;1179.0
2020-11-22;Number of Transactions (In Thousand);Transportation;Total;1094.0
2020-11-22;Number of Transactions (In Thousand);Total;Total;76623.0
2020-11-22;Number of Transactions Change %;Clothing and Footwear;Total;35.14447236180904
2020-11-22;Number of Transactions (In Thousand);Total;OTHER;24489.0
2020-11-22;Number of Transactions Change %;Total;DAMMAM;7.971990304336115
2020-11-22;Number of Transactions Change %;Total;JEDDAH;8.779399837793997
2020-11-22;Number of Transactions Change %;Total;RIYADH;7.856422084474557
2020-11-22;Value of Transactions (In Thousand SAR);Total;ABHA;120226.0
2020-11-22;Value of Transactions (In Thousand SAR);Total;MAKKAH;258208.0
2020-11-22;Value of Transactions (In Thousand SAR);Total;KHOBAR;329427.0
2020-11-22;Value of Transactions Change %;Total;ABHA;23.253096038710737
2020-11-22;Value of Transactions Change %;Total;BURAIDAH;11.691315479042071
2020-11-22;Value of Transactions Change %;Total;MADINA;24.900844497362424
2020-11-22;Value of Transactions (In Thousand SAR);Electronic & Electric Devices;Total;360865.0
2020-11-22;Value of Transactions (In Thousand SAR);Furniture;Total;385697.0
2020-11-22;Value of Transactions Change %;Restaurants & Café;Total;13.808155351074733
2020-11-22;Value of Transactions Change %;Other;Total;19.966057601477612
2020-11-22;Number of Transactions (In Thousand);Total;TABOUK;1664.0
2020-11-22;Number of Transactions (In Thousand);Total;MAKKAH;2784.0
2020-11-22;Number of Transactions (In Thousand);Total;MADINA;3397.0
2020-11-22;Number of Transactions (In Thousand);Total;DAMMAM;4009.0
2020-11-22;Number of Transactions Change %;Total;ABHA;10.084033613445378
2020-11-22;Number of Transactions Change %;Total;OTHER;10.724781842021974
2020-11-22;Value of Transactions (In Thousand SAR);Total;TABOUK;170732.0
2020-11-22;Value of Transactions (In Thousand SAR);Total;HAIL;154647.0
2020-11-22;Value of Transactions (In Thousand SAR);Total;BURAIDAH;216823.0
2020-11-22;Value of Transactions (In Thousand SAR);Total;JEDDAH;1359787.0
2020-11-22;Value of Transactions (In Thousand SAR);Total;RIYADH;2763045.0
2020-11-22;Value of Transactions Change %;Total;DAMMAM;17.18743206620194
2020-11-22;Number of Transactions (In Thousand);Construction & Building Materials;Total;773.0
2020-11-22;Number of Transactions (In Thousand);Health;Total;4862.0
2020-11-22;Number of Transactions (In Thousand);Beverage and Food;Total;19913.0
2020-11-22;Number of Transactions Change %;Education;Total;7.6923076923076925
2020-11-22;Number of Transactions Change %;Health;Total;6.9041336851363235
2020-11-22;Number of Transactions Change %;Restaurants & Café;Total;7.712520072015961
2020-11-22;Number of Transactions Change %;Beverage and Food;Total;7.053384226654481
2020-11-15;Number of Transactions (In Thousand);Gas Stations;Total;6233.0
2020-11-15;Number of Transactions (In Thousand);Public Utilities;Total;523.0
2020-11-15;Number of Transactions Change %;Clothing and Footwear;Total;-4.2693926638604935
2020-11-15;Number of Transactions Change %;Construction & Building Materials;Total;-3.074866310160428
2020-11-15;Number of Transactions Change %;Public Utilities;Total;-4.909090909090909
2020-11-15;Number of Transactions Change %;Other;Total;-6.411157993436474
2020-11-15;Number of Transactions Change %;Total;Total;-4.417018955407064
2020-11-15;Value of Transactions (In Thousand SAR);Construction & Building Materials;Total;374793.0
2020-11-15;Number of Transactions (In Thousand);Total;BURAIDAH;2032.0
2020-11-15;Number of Transactions (In Thousand);Total;KHOBAR;2136.0
2020-11-15;Number of Transactions (In Thousand);Total;RIYADH;20811.0
2020-11-15;Number of Transactions (In Thousand);Total;OTHER;22117.0
2020-11-15;Value of Transactions (In Thousand SAR);Total;HAIL;121577.0
2020-11-15;Value of Transactions (In Thousand SAR);Total;MAKKAH;207409.0
2020-11-15;Value of Transactions (In Thousand SAR);Total;JEDDAH;1162545.0
2020-11-15;Value of Transactions (In Thousand SAR);Total;OTHER;1988710.0
2020-11-15;Value of Transactions Change %;Total;ABHA;-5.467796018839765
2020-11-15;Value of Transactions Change %;Total;BURAIDAH;-1.7376999392589594
2020-11-15;Value of Transactions Change %;Total;OTHER;-4.4594034976128185
2020-11-15;Value of Transactions (In Thousand SAR);Electronic & Electric Devices;Total;314207.0
2020-11-15;Value of Transactions (In Thousand SAR);Miscellaneous Goods and Services;Total;548086.0
2020-11-15;Value of Transactions (In Thousand SAR);Beverage and Food;Total;1098880.0
2020-11-15;Value of Transactions (In Thousand SAR);Transportation;Total;412268.0
2020-11-15;Value of Transactions Change %;Health;Total;-4.87136934904101
2020-11-15;Value of Transactions Change %;Furniture;Total;1.9192345574785423
2020-11-15;Value of Transactions Change %;Hotels;Total;-3.707938231994455
2020-11-15;Number of Transactions (In Thousand);Total;HAIL;1270.0
2020-11-15;Value of Transactions Change %;Education;Total;-0.4913048314731729
2020-11-15;Value of Transactions Change %;Public Utilities;Total;-2.55862874951305
2020-11-15;Value of Transactions Change %;Miscellaneous Goods and Services;Total;-5.53987211967668
2020-11-15;Value of Transactions Change %;Restaurants & Café;Total;-4.675361368180632
2020-11-15;Value of Transactions Change %;Other;Total;-4.559559722944987
2020-11-15;Number of Transactions Change %;Total;MAKKAH;-5.277044854881266
2020-11-15;Number of Transactions Change %;Total;RIYADH;-3.6260072242289527
2020-11-15;Number of Transactions Change %;Total;OTHER;-5.069104644175466
2020-11-15;Number of Transactions (In Thousand);Miscellaneous Goods and Services;Total;3411.0
2020-11-15;Number of Transactions Change %;Furniture;Total;-2.2988505747126435
2020-11-15;Number of Transactions Change %;Jewelry;Total;-9.467455621301776
2020-11-15;Value of Transactions Change %;Total;DAMMAM;-4.769725492360986
2020-11-15;Value of Transactions Change %;Total;JEDDAH;-4.785597751307151
2020-11-15;Number of Transactions (In Thousand);Education;Total;39.0
2020-11-15;Number of Transactions (In Thousand);Electronic & Electric Devices;Total;656.0
2020-11-15;Number of Transactions (In Thousand);Hotels;Total;365.0
2020-11-15;Number of Transactions (In Thousand);Jewelry;Total;153.0
2020-11-15;Number of Transactions (In Thousand);Recreation and Culture;Total;1252.0
2020-11-15;Number of Transactions (In Thousand);Restaurants & Café;Total;20551.0
2020-11-15;Number of Transactions (In Thousand);Beverage and Food;Total;18601.0
2020-11-15;Number of Transactions (In Thousand);Total;Total;70091.0
2020-11-15;Number of Transactions Change %;Gas Stations;Total;-5.12937595129376
2020-11-15;Number of Transactions Change %;Health;Total;-6.091265744373323
2020-11-15;Number of Transactions Change %;Hotels;Total;-5.4404145077720205
2020-11-15;Number of Transactions Change %;Beverage and Food;Total;-3.9997935590421143
2020-11-15;Value of Transactions (In Thousand SAR);Clothing and Footwear;Total;596435.0
2020-11-15;Value of Transactions (In Thousand SAR);Furniture;Total;325953.0
2020-11-15;Value of Transactions (In Thousand SAR);Public Utilities;Total;62533.0
2020-11-15;Value of Transactions (In Thousand SAR);Recreation and Culture;Total;219469.0
2020-11-15;Value of Transactions (In Thousand SAR);Restaurants & Café;Total;964937.0
2020-11-15;Value of Transactions (In Thousand SAR);Total;Total;7229498.0
2020-11-15;Value of Transactions Change %;Clothing and Footwear;Total;-3.208190793957845
2020-11-15;Value of Transactions Change %;Jewelry;Total;-12.178168399740622
2020-11-15;Value of Transactions Change %;Recreation and Culture;Total;1.192347947971948
2020-11-15;Value of Transactions Change %;Transportation;Total;0.8466097694021874
2020-11-15;Value of Transactions Change %;Total;Total;-3.8725306455839923
2020-11-15;Number of Transactions (In Thousand);Total;ABHA;1071.0
2020-11-15;Number of Transactions (In Thousand);Total;MAKKAH;2513.0
2020-11-15;Number of Transactions Change %;Total;ABHA;-4.460303300624442
2020-11-15;Number of Transactions Change %;Total;BURAIDAH;-3.92434988179669
2020-11-15;Value of Transactions (In Thousand SAR);Total;KHOBAR;288220.0
2020-11-15;Value of Transactions (In Thousand SAR);Total;MADINA;253642.0
2020-11-15;Value of Transactions Change %;Total;TABOUK;-2.0957074697964964
2020-11-15;Value of Transactions (In Thousand SAR);Hotels;Total;134754.0
2020-11-15;Value of Transactions Change %;Construction & Building Materials;Total;0.9875299088185208
2020-11-15;Value of Transactions Change %;Electronic & Electric Devices;Total;-5.034107772703505
2020-11-15;Value of Transactions Change %;Gas Stations;Total;-6.074054722247002
2020-11-15;Value of Transactions Change %;Telecommunication;Total;-1.2686689399466922
2020-11-15;Number of Transactions (In Thousand);Total;TABOUK;1470.0
2020-11-15;Number of Transactions (In Thousand);Clothing and Footwear;Total;3184.0
2020-11-15;Number of Transactions (In Thousand);Furniture;Total;680.0
2020-11-15;Number of Transactions (In Thousand);Transportation;Total;939.0
2020-11-15;Number of Transactions (In Thousand);Other;Total;7985.0
2020-11-15;Number of Transactions Change %;Electronic & Electric Devices;Total;-7.213578500707214
2020-11-15;Number of Transactions Change %;Telecommunication;Total;-2.3904382470119523
2020-11-15;Number of Transactions (In Thousand);Total;JEDDAH;9864.0
2020-11-15;Number of Transactions Change %;Total;KHOBAR;-3.523035230352303
2020-11-15;Number of Transactions Change %;Total;DAMMAM;-4.746023601847101
2020-11-15;Value of Transactions (In Thousand SAR);Total;BURAIDAH;194127.0
2020-11-15;Value of Transactions (In Thousand SAR);Total;DAMMAM;414006.0
2020-11-15;Value of Transactions Change %;Total;HAIL;-2.6309045185885216
2020-11-15;Value of Transactions Change %;Total;MAKKAH;-5.515745933116797
2020-11-15;Value of Transactions Change %;Total;KHOBAR;-3.595678496170184
2020-11-15;Value of Transactions (In Thousand SAR);Education;Total;53673.0
2020-11-15;Value of Transactions (In Thousand SAR);Gas Stations;Total;294811.0
2020-11-15;Value of Transactions (In Thousand SAR);Health;Total;580102.0
2020-11-15;Value of Transactions (In Thousand SAR);Jewelry;Total;188254.0
2020-11-15;Value of Transactions (In Thousand SAR);Telecommunication;Total;66305.0
